Site Code,Site Name,Latitude,Longitude,COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,RETRIES,SEQ_NO,COMMENTS,LAT,LON,STATION_TYPE,COMMON_DESC,DIVERTING_WORKS,MEASURING_DEVICE,RECORD_RATING,SYSTEM_NAME,UNITS_ID,OWNER_NAME,CAPTURE_SEQ_NO,ANALOG_CHANNEL,LOW_FLOW,HIGH_FLOW,DEVICE_TYPE,OWNER_PHONE,REALTIME_INCLUDE,CORRECTED_DATA,STATUS,SYSTEM_GROUP,SYSTEM_SUBGROUP,ADDRESS_ID,DataEntryMethod,DataLogger,DatasetType,SeriesVerifiedBy,SeriesVerifiedDate,SiteState,SiteType,SiteVerifiedBy,SiteVerifiedDate,Telemetry
09306605,"SOUTHAM CANYON WASH NEAR WATSON, UT",39.9058012,-109.2051156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306610,SOUTHAM CAN WASH AT MOUTH NR WATSON UT,39.94718919,-109.235673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306620,"ASPHALT WASH BL CENTER FORK NEAR WATSON, UT",39.9071893,-109.2659513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306625,"ASPHALT WASH NR MOUTH NR WATSON, UTAH",39.934689,-109.2673408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306700,WHITE R BLW ASPHALT WASH NR WATSON UT,39.9255223,-109.2923418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306740,"BITTER CREEK ABV DICK CANYON NR WATSON, UT",39.5341397,-109.1003882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306760,SWEETWATER CANYON BLW SOUTH CAN NR WATSON UTAH,39.53497085,-109.2231698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306780,"SWEETWATER CANYON C NR MOUTH NR WATSON, UT",39.6585795,-109.3334519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306800,"BITTER CREEK NEAR BONANZA, UT",39.75330136,-109.3548415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306850,"BITTER CREEK AT MOUTH NEAR BONANZA, UT",39.9655212,-109.4170707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306870,"SAND WASH NEAR OURAY, UTAH",39.93357656,-109.496796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306872,"SAND WASH AT MOUTH NEAR OURAY, UTAH",39.9905206,-109.4867968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306878,"COYOTE WASH NEAR MOUTH NEAR OURAY, UT",40.05413137,-109.4773528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306880,"NORTH WASH NEAR OURAY, UTAH",40.04663126,-109.5237435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306885,"COTTONWOOD WASH NEAR MOUTH NEAR OURAY, UT",40.0557976,-109.6090246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09306900,WHITE RIVER AT MOUTH NEAR OURAY UTAH,40.0649641,-109.6356923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307000,"GREEN RIVER NEAR OURAY, UTAH",40.07218599,-109.7284735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307200,"PARIETTE DRAW NEAR OURAY, UTAH",40.08274069,-109.8734784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307290,COM F PARIETTE DRAW AT MOUTH AND LAMBS DIV,40.0316309,-109.7520851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307295,LAMB DIVERSION FROM PARIETTE DRAW NR OURAY,40.0291309,-109.7570853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307300,"PARIETTE DRAW AT MOUTH NEAR OURAY, UTAH",40.0299642,-109.7570853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307500,"WILLOW CREEK ABOVE DIVERSIONS NEAR OURAY, UTAH",39.5663541,-109.5873527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307800,HILL CR ABV TOWAVE RES NR OURAY UT,39.52579804,-109.7345813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09307900,"HILL CREEK NR MOUTH NR OURAY, UT",39.876354,-109.7040262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09308000,"WILLOW CREEK NEAR OURAY, UTAH",39.9388539,-109.648469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09308500,"MINNIE MAUD CREEK NR MYTON, UTAH",39.798574,-110.565991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09309000,"MINNIE MAUD C AT NUTTER RANCH NR MYTON, UTAH",39.81246388,-110.2507108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09309500,"FAIRVIEW DITCH NEAR FAIRVIEW, UTAH",39.6599624,-111.3279582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09309600,"FAIRVIEW TUNNEL NEAR FAIRVIEW, UT",39.66966944,-111.3133194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09309800,"GOOSEBERRY CREEK NEAR FAIRVIEW, UTAH",39.674129,-111.304901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09310000,"GOOSEBERRY CREEK NEAR SCOFIELD, UT",39.7157951,-111.3001788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09310500,"FISH CREEK ABOVE RESERVOIR, NEAR SCOFIELD, UT",39.77440566,-111.191006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09310550,"PONTOWN (PONDTOWN) CREEK, NEAR SCOFIELD, UT",39.7830166,-111.1782277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09310575,BOARDINGHOUSE CR. AT MOUTH SOUTH OF SCOFIELD,39.6499634,-111.1557269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09310600,"ECCLES CANYON NEAR SCOFIELD, UTAH",39.6852406,-111.1626716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09310700,"MUD CRK BL WINTER QUARTERS CYN @ SCOFIELD, UT",39.7219111,-111.1615444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09311000,"SCOFIELD RESERVOIR NEAR SCOFIELD, UT",39.7874611,-111.1257255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09311500,"PRICE RIVER NEAR SCOFIELD, UTAH",39.78690558,-111.1201697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09311700,"PRICE RIVER NEAR SOLDIER SUMMIT, UTAH",39.8277383,-111.0090537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09312000,"NORTH FORK WHITE RIVER NEAR SOLDIER SUMMIT, UTAH",39.93329157,-111.0673886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09312500,"WHITE RIVER NEAR SOLDIER SUMMIT, UTAH",39.9221807,-111.057666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09312600,"WHITE R BL TABBYUNE CRK NR SOLDIER SUMMIT, UT",39.87601667,-111.0375167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09312700,"BEAVER CREEK NEAR SOLDIER SUMMIT, UTAH",39.8305162,-110.9693302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09312800,"WILLOW CREEK NEAR CASTLE GATE, UTAH",39.7769068,-110.7923812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09312900,"WILLOW CREEK AT CASTLE GATE, UTAH",39.7269074,-110.8621056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09313000,"PRICE RIVER NEAR HEINER, UTAH",39.71885199,-110.8659946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09313040,"SPRING CANYON BELOW SOWBELLY GULCH AT HELPER, UT",39.68857466,-110.8865507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09313500,"PRICE RIVER NEAR HELPER, UTAH",39.65135309,-110.8576609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09313520,"PRICE RIVER BELOW GOLF COURSE NEAR HELPER, UT",39.6373833,-110.8577722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09313965,"COAL CREEK NEAR HELPER, UTAH",39.7024637,-110.6779354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09313975,"SOLDIER CREEK BL MINE NR WELLINGTON, UTAH",39.69524168,-110.6151575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09313985,"DUGOUT CREEK NEAR SUNNYSIDE, UTAH",39.6794086,-110.5504348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09314000,"PRICE RIVER BL COAL CREEK NR WELLINGTON, UTAH",39.51107739,-110.6812667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09314250,"PRICE RIVER BL MILLER CREEK NR WELLINGTON, UT",39.4496897,-110.6279338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09314280,"DESERT SEEP WASH NEAR WELLINGTON, UTAH",39.4210793,-110.6462682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09314340,"GRASSY TRAIL CREEK AT SUNNYSIDE, UTAH",39.55552196,-110.3801549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09314374,"HORSE CANYON NR. SUNNYSIDE, UT.",39.4571899,-110.3598773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09314500,"PRICE RIVER AT WOODSIDE, UT",39.26444444,-110.3427778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09315000,"GREEN RIVER AT GREEN RIVER, UT",38.9860831,-110.1512475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09315005,COLORADO RIVER PLUS GREEN RIVER (TEMP),38.98636088,-110.1515253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09315500,"SALERATUS WASH AT GREEN RIVER, UTAH",38.9813617,-110.2468077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09316000,"BROWNS WASH NEAR GREEN RIVER, UTAH",38.98608294,-110.1298576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09316100,"FLOYWASH@HIGHWAY BRIDGE 6&50 NEAR GREEN RIVER,UT",38.92330555,-109.9423497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09317000,"BOULGER CREEK NEAR FAIRVIEW, UTAH",39.6332965,-111.2673981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09317500,"CANDLAND DITCH NEAR MT PLEASANT, UTAH",39.549964,-111.317401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09317800,"ELECTRIC LAKE NEAR SCOFIELD, UT",39.6007973,-111.2121177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09317919,"CRANDALL CANYON AT MOUTH NR HUNTINGTON, UT",39.4632993,-111.1490597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09317920,"TIE FORK CANYON NEAR HUNTINGTON, UTAH",39.45857719,-111.137115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09317997,"HUNTINGTON CREEK NEAR HUNTINGTON, UT",39.3852446,-111.0882249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09318000,"HUNTINGTON CREEK NR HUNTINGTON, UTAH",39.37135608,-111.0637799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09318500,"HUNTINGTON CREEK NEAR CASTLE DALE, UTAH",39.2083045,-110.9173887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09319000,"EPHRAIM TUNNEL NEAR EPHRAIM, UT",39.3296855,-111.4315745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09319001,EPHRAIM TUNNEL SUPPLEMENTAL DATA,39.3296855,-111.4315745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09320000,"HORSESHOE TUNNEL NEAR EPHRAIM, UTAH",39.36662986,-111.4507426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09320500,"LARSEN TUNNEL NEAR EPHRAIM, UTAH",39.34996316,-111.4507426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09321000,"COAL FORK DITCH NEAR MT PLEASANT, UTAH",39.4999647,-111.3174006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09321500,"TWIN CREEK TUNNEL NEAR MT PLEASANT, UTAH",39.46663114,-111.3340682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09322000,"BLACK CANYON DITCH NEAR SPRING CITY, UTAH",39.4499644,-111.334068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09322500,"CEDAR CREEK TUNNEL NEAR SPRING CITY, UTAH",39.4499644,-111.334068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09323000,"SPRING CITY TUNNEL NEAR SPRING CITY, UT",39.4260752,-111.3649034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09323500,"REEDER DITCH NEAR SPRING CITY, UTAH",39.38329715,-111.3840712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09323900,"JOES VALLEY RESERVOIR NEAR ORANGEVILLE, UT",39.28885345,-111.2701732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09324000,"SEELY CREEK NEAR ORANGEVILLE, UTAH",39.2832979,-111.2673951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09324200,"CTNWD C AB STRAIGHT CANYON NR ORANGEVILLE, UT",39.307188,-111.1846153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09324500,"COTTONWOOD CREEK NEAR ORANGEVILLE, UTAH",39.26663339,-111.1298922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09325000,"COTTONWOOD CREEK NEAR CASTLE DALE, UTAH",39.16997188,-110.9382224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09325100,"SAN RAFAEL R ABOVE FERRON CR NR CASTLE DALE, UT",39.14997269,-110.909055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09325500,"JOHN AUGUST DITCH NEAR EPHRAIM, UTAH",39.29996304,-111.4507425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09326000,"MADSEN DITCH NEAR EPHRAIM, UTAH",39.31662975,-111.4507426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09326500,"FERRON CREEK (UPPER STATION) NEAR FERRON, UT",39.1049972,-111.2289917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09327000,"FERRON CR BL MILLSITE RES & DIVS NR FERRON, UT",39.09526389,-111.1788694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09327500,"FERRON CREEK NEAR CASTLE DALE, UT",39.1055281,-111.0243349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09327550,"FERRON CREEK BL PARADISE RANCH NR CLAWSON, UT",39.11913926,-110.9896123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328000,"SAN RAFAEL RIVER NEAR CASTLE DALE, UTAH",39.1382333,-110.89065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328100,"SAN RAFAEL R AT SAN R BR CAMPGROUND NR C DALE,UT",39.0808086,-110.6662723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328400,"San Rafael River below I-70 near Green River, Utah",38.90886338,-110.3826485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328500,"SAN RAFAEL RIVER NEAR GREEN RIVER, UT",38.8583081,-110.3701469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328910,"SAN RAFAEL RIVER AT MOUTH NEAR GREEN RIVER, UT",38.7577611,-110.1435278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328920,GREEN RIVER AT MINERAL BOTTOM NR CYNLNDS NTL PARK,38.52402778,-109.9944167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328960,"COLORADO RIVER AT GYPSUM CANYON NEAR HITE, UT",38.01001944,-110.0735389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09328990,"COLORADO RIVER AB DIRTY DEVIL RIVER NR HITE, UT",37.89146944,-110.3708361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09329000,"FREMONT RIVER BELOW FISH LAKE, UTAH",38.591642,-111.6757425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09329050,"SEVEN MILE CREEK NEAR FISH LAKE, UT",38.62775234,-111.6479647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09329500,"FREMONT RIVER NEAR FREMONT, UTAH",38.4852555,-111.5768487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09329900,"PINE CREEK NEAR BICKNELL, UTAH",38.26942574,-111.5840716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09330000,"FREMONT RIVER NEAR BICKNELL, UT",38.3069248,-111.5187917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09330210,"PLEASANT CREEK NEAR CAINEVILLE, UTAH",38.27220246,-111.0923876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09330230,"FREMONT RIVER NEAR CAINEVILLE, UT",38.2791469,-111.0657201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09330410,"BULL CREEK NEAR HANKSVILLE, UT",38.12192936,-110.7595973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09330500,"MUDDY CREEK NEAR EMERY, UT",38.99105556,-111.253886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09331500,"IVIE CREEK ABOVE DIVERSIONS NR EMERY, UTAH",38.7583077,-111.4215683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09331850,"CONVULSION CANYON NEAR EMERY, UTAH",38.906361,-111.411847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09331900,"QUITCHUPAH CREEK NEAR EMERY, UTAH",38.8591422,-111.2621149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09331950,"CHRISTIANSEN WASH NEAR EMERY, UTAH",38.8613646,-111.2526699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09332100,"MUDDY CREEK BL I-70 NR EMERY, UTAH",38.8125833,-111.20025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09332500,"MUDDY CREEK BELOW IVIE CREEK NR EMERY, UTAH",38.76664226,-111.1293347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09332600,"Muddy Creek at Tomsich Butte nr Hanksville, UT",38.68694444,-110.9995278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09332700,"MUDDY CREEK AT DELTA MINE NR HANKSVILLE, UTAH",38.5630341,-110.9543267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09333000,"DIRTY DEVIL RIVER NEAR HANKSVILLE, UTAH",38.39998208,-110.6840379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09333500,DIRTY DEVIL R AB POISON SP WSH NR HANKSVILLE UT,38.0971222,-110.4074167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09334000,"NORTH WASH NEAR HANKSVILLE (HITE), UTAH",37.8985992,-110.4493091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09334500,WHITE CANYON NEAR HANKSVILLE UTAH,37.79860026,-110.3765285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09335000,"COLORADO RIVER AT HITE, UTAH",37.8083222,-110.4493082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09335200,"BULLFROG CREEK NEAR BULLFROG, UTAH",37.7708229,-110.8459839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09335500,"NORTH CREEK NEAR ESCALANTE, UTAH",37.76665536,-111.6840664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09336000,"BIRCH CREEK NEAR ESCALANTE, UTAH",37.76248885,-111.738235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09336500,"BIRCH CREEK AT MOUTH NEAR ESCALANTE, UT",37.76665536,-111.6840664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09337000,"PINE CREEK NEAR ESCALANTE, UT",37.86248747,-111.6360113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09337500,"ESCALANTE RIVER NEAR ESCALANTE, UT",37.77804389,-111.5746181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09338000,"EAST FORK BOULDER CREEK NEAR BOULDER, UTAH",38.0419293,-111.450174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09338500,"EAST FORK DEER CREEK NEAR BOULDER, UTAH",38.00137464,-111.3896157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09338900,"DEER CREEK NEAR BOULDER, UT",37.85332098,-111.3551679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09339000,"BOULDER CREEK NEAR BOULDER, UT",37.78193297,-111.360167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09339500,"ESCALANTE RIVER AT MOUTH NEAR ESCALANTE, UTAH",37.3141585,-110.9034837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09372200,"MCELMO CREEK NEAR BLUFF, UTAH",37.21888889,-109.1904111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09372400,"NORTH CREEK NEAR MONTICELLO, UT",37.87666,-109.4459538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09372500,"N.FORK MOUNTEZUMA CR. AT MONTICELLO,UT.",37.86666057,-109.36734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09376800,"SPRING CREEK NEAR MONTICELLO, UT",37.88888196,-109.46651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09376900,"SPRING CREEK ABV DIVERSIONS, NR MONTICELLO, UTAH",37.91943726,-109.4348421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378100,"NORTH CREEK ABV. RANGER STAT NR MONTICELLO, UTAH",37.87304937,-109.3665067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378170,"SOUTH CREEK ABOVE RESERVOIR NEAR MONTICELLO, UT",37.8466608,-109.3695625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378200,"MONTEZUMA CREEK AT GOLF COURSE AT MONTICELLO, UT",37.86054967,-109.3423393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378600,"MONTEZUMA CREEK NEAR BLUFF, UTAH",37.2716111,-109.3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378630,"RECAPTURE CREEK NEAR BLANDING, UT",37.7555504,-109.476511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378650,"RECAPTURE CR BL JOHNSON CR NR BLANDING,UT.",37.6808299,-109.4626212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378700,COTTONWOOD WASH NR BLANDING UTAH,37.5605543,-109.5787353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379000,"COMB WASH NEAR BLUFF, UTAH",37.26611234,-109.6756784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379250,"CHINLE CREEK AT MOUTH NEAR BLUFF,  UTAH",37.19991667,-109.7106389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379500,"SAN JUAN RIVER NEAR BLUFF, UT",37.15067778,-109.8666889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379700,"SAN JUAN R BL PIUTE FARMS WASH NR MONUMENT VLY, UT",37.25265278,-110.4389694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09381000,"HENRIEVILLE CREEK NEAR HENRIEVILLE, UT",37.5708183,-111.9715749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09381500,"PARIA RIVER NEAR CANNONVILLE, UT",37.48109556,-112.0215756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09381800,"PARIA RIVER NEAR KANAB, UTAH",37.10748428,-111.9060102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403600,"KANAB CREEK NEAR KANAB, UT",37.10054059,-112.5479827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403620,"MILL CREEK ABOVE STUDY AREA NR GLENDALE,UT.",37.36359328,-112.3424221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403630,"SKUTUMPAH CR. BL STUDY AREA NR GLENDALE,UT.",37.32164845,-112.3276987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403640,"INTERMEDIATE DRAINAGE NR. GLENDALE, UT.",37.3027596,-112.3454772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403650,"THOMPSON CREEK ABV STUDY AREA NR GLENDALE, UTAH",37.33637115,-112.3727012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
